StudyInstanceUID,0,1,2,3,4
1.2.826.0.1.3680043.8.498.37037878496489744898643735077808573075,5.277991,-2.1401286,0.8239785,-1.4671801,-1.8177053
1.2.826.0.1.3680043.8.498.37038055765685733101430792492748054451,4.0546217,-1.8681681,-1.9055977,0.23171896,-0.17580624
1.2.826.0.1.3680043.8.498.37040225222578726658650497228138507960,-1.3124061,2.2734864,0.31364793,1.6468096,0.13957384
1.2.826.0.1.3680043.8.498.37040901809135970060501668369210860174,-0.011619765,4.464821,2.187955,1.9852602,1.560275
1.2.826.0.1.3680043.8.498.37041883130116136170455594469841424162,-2.1989465,-0.9226326,-2.409666,0.10348013,-1.9024146
1.2.826.0.1.3680043.8.498.37052376045146556940074269887793993127,4.135308,-0.66271347,1.841987,1.0560943,1.0984699
1.2.826.0.1.3680043.8.498.37059654457242245648727286321895852664,-5.3857346,-0.67131156,-0.7090462,0.5137433,0.15539895
1.2.826.0.1.3680043.8.498.37072548446897767484540337430895960625,-0.22322355,0.19747694,2.0092301,-0.7822485,3.1406496
1.2.826.0.1.3680043.8.498.37076462738333914954589478886561630528,2.534183,0.8235743,-0.093186975,0.61167735,1.7389398
1.2.826.0.1.3680043.8.498.37079783165587589721948973909890992047,-1.4215944,2.127372,-1.5006942,-1.107634,0.728502
1.2.826.0.1.3680043.8.498.37091414233415578420156773440851728860,0.05286207,-2.967453,-0.8561446,4.308165,0.4648434
1.2.826.0.1.3680043.8.498.37113660038147024402986813487687695758,0.708385,2.8901005,0.40842322,0.2682073,-2.2924
1.2.826.0.1.3680043.8.498.37118149507476348990971670395657593104,-5.454021,0.573672,-0.3062774,-0.1812579,-0.31714904
1.2.826.0.1.3680043.8.498.37120640416034457119415717253667465997,-0.30814162,3.4856129,-0.461511,-0.032785233,2.0605078
1.2.826.0.1.3680043.8.498.37121451748590587426304903599954604811,-2.397463,4.0721884,0.5788844,0.2692909,3.996857
1.2.826.0.1.3680043.8.498.37124271711705362057047421403107611824,5.2179036,-3.5120392,2.431686,-0.8195887,0.05009727
1.2.826.0.1.3680043.8.498.37127822303757542125587508323111492665,0.5131429,0.47246507,-2.0902822,-0.71739733,1.8076414
1.2.826.0.1.3680043.8.498.37130066912752624225607705548617252108,-4.1930356,-1.021175,0.38081732,1.0407428,-1.1301246
1.2.826.0.1.3680043.8.498.37136675901004566690809852441972369153,-2.0329347,-3.2713513,-1.1572503,-1.641939,-0.27927524
1.2.826.0.1.3680043.8.498.37141540814567173262253554842268275462,1.6663364,-2.0509446,-1.8017999,1.381122,0.47598112
1.2.826.0.1.3680043.8.498.37141978306478251650403657784425270804,-0.65034854,-3.3085618,4.523896,0.4786864,0.18968102
1.2.826.0.1.3680043.8.498.37144132727698511470114935563757515087,-2.7065375,-1.1266904,-0.8189262,-0.30030844,0.41912535
1.2.826.0.1.3680043.8.498.37144385706696654159956946456032346545,2.0113692,-1.9991667,-2.351833,0.6292081,-1.1075808
1.2.826.0.1.3680043.8.498.37144403249228487195849454063402823965,1.9283966,-0.6095353,1.09333,-0.57956165,3.930131
1.2.826.0.1.3680043.8.498.37146126280844239905336630704605337427,0.49747956,1.7499034,0.46918425,-2.693274,2.041994
1.2.826.0.1.3680043.8.498.37147718384666126522560097783107788920,-5.291641,-0.6115793,0.8085743,-1.2136352,-0.91277647
1.2.826.0.1.3680043.8.498.37156324698845265993980435582306206230,0.3066826,1.0366838,2.949916,1.5292983,-1.6455497
1.2.826.0.1.3680043.8.498.37158028195927767296858007515628463548,-2.2137022,-2.04507,-2.4739022,1.8943087,-2.3453994
1.2.826.0.1.3680043.8.498.37159733561149384174770833041067329663,-1.2296073,-2.5918143,-3.1291406,0.44508636,0.65163875
1.2.826.0.1.3680043.8.498.37160685635668651333311831806619609822,1.3710085,0.22747499,-2.1082978,3.2790306,1.7999442
1.2.826.0.1.3680043.8.498.37167362994742791046301146500416623696,5.1232367,0.44294506,-2.9657052,0.6546593,-1.3616184
1.2.826.0.1.3680043.8.498.37169991270096907998409512036204630314,4.076008,-3.7810504,0.030368276,1.426408,0.89183486
1.2.826.0.1.3680043.8.498.37177628065629181643127222556926136148,-1.290523,3.5181427,-1.1985028,-2.44645,-0.4572362
1.2.826.0.1.3680043.8.498.37178968967850984677106810325863624769,-4.7889075,-1.3882356,-1.1888363,1.6240878,0.42558458
1.2.826.0.1.3680043.8.498.37183794479515312196652109514275748500,2.0106752,3.2483013,0.44297063,1.3755224,0.994781
1.2.826.0.1.3680043.8.498.37191388531758392524479491383582746874,1.5241531,0.91176033,-0.45189354,-3.0622785,0.21804139
1.2.826.0.1.3680043.8.498.37200102825876080581082575582614156377,-2.2576208,-2.9208708,-1.8074447,1.1906682,-1.1567283
1.2.826.0.1.3680043.8.498.37203688017284382842530254154608113138,1.0284576,2.1748092,-1.6247357,-1.5696046,2.6598704
1.2.826.0.1.3680043.8.498.37203886076297097033163947334030372938,-0.21239708,-2.9936001,1.7285385,2.126465,1.0872625
1.2.826.0.1.3680043.8.498.37205846249778105140863671665774915813,0.99724615,1.2849631,1.4968654,-2.5562458,0.93833125
1.2.826.0.1.3680043.8.498.37208829190398892720343119778186435694,-4.4558477,-2.3776078,-1.5248772,1.4075286,0.07934973
1.2.826.0.1.3680043.8.498.37217497619076401081016756459637078041,1.5882165,3.6734977,-2.2740762,-1.5477357,1.2565407
1.2.826.0.1.3680043.8.498.37217568196145550152977486284277203481,-4.572191,-2.4788313,-0.40823984,0.500334,-0.77786964
1.2.826.0.1.3680043.8.498.37220530652232463671305668256046331474,-1.1009088,-0.47250453,-1.565268,-2.328834,-1.5794648
1.2.826.0.1.3680043.8.498.37223679901008426761803657436838287992,1.1836607,0.70663077,1.6739815,2.65458,-3.8077936
1.2.826.0.1.3680043.8.498.37232995965074660513926121201442008889,-0.62138903,1.8902669,-1.3671749,0.5341044,-1.8671267
1.2.826.0.1.3680043.8.498.37235978504493266410545832466054595888,2.873392,-1.4743412,-0.2910146,0.38855308,1.5405132
1.2.826.0.1.3680043.8.498.37244264774037919943781321406315544263,-2.4282815,-0.7282718,0.013797905,0.61690694,-0.9992738
1.2.826.0.1.3680043.8.498.37246986062706475770105955070957783241,-4.196705,2.1987126,0.32813734,-1.3068306,0.6126698
1.2.826.0.1.3680043.8.498.37251712377396480640373587363556240820,-5.652779,-0.23927212,0.11308083,-0.54093087,-0.98166424
1.2.826.0.1.3680043.8.498.37254176486303874540449286563383987627,-1.6940136,1.9712002,-2.1425161,1.2360135,2.7288275
1.2.826.0.1.3680043.8.498.37256204212942470527064752853422373211,-0.57834953,-3.5475073,0.111902,-1.3465735,1.8106532
1.2.826.0.1.3680043.8.498.37271379900408089509257459921260238126,3.1408799,-1.2930493,-1.9160988,-2.2198963,-1.7678417
1.2.826.0.1.3680043.8.498.37275176764513653570877907905725280800,1.5973761,-1.0375755,-1.3584296,-3.0856366,1.9587731
1.2.826.0.1.3680043.8.498.37285390706245720344902841719494335826,-0.7112564,0.3344137,-1.8979343,0.5166898,-0.22084469
1.2.826.0.1.3680043.8.498.37292229203472772496464474344054820951,2.792581,2.362395,2.750699,-2.7498763,-1.5969591
1.2.826.0.1.3680043.8.498.37299144520937782615604966670678208202,-0.198024,-1.7575954,-0.92352796,-0.26368505,-1.1424644
1.2.826.0.1.3680043.8.498.37300546529776944551470117468696524014,-3.7288253,-2.2644608,-0.6593255,1.1950556,-1.1361699
1.2.826.0.1.3680043.8.498.37305229642232328523903318625065928487,-2.656572,3.3543131,0.3480729,1.7497863,3.393612
1.2.826.0.1.3680043.8.498.37307683690904231365716985840476813718,0.74084234,-4.028426,3.3512514,-2.2767856,0.76370025
1.2.826.0.1.3680043.8.498.37309821036023313322351803232037778708,1.54503,-2.964607,1.8770404,0.8720057,2.012198
1.2.826.0.1.3680043.8.498.37312003129437065752862348868531528316,4.616935,-1.4015313,2.4255564,-0.6864989,0.7445469
1.2.826.0.1.3680043.8.498.37315233044169603317074338059834664916,-4.481119,1.1553826,-0.7267508,0.13404214,0.51734585
1.2.826.0.1.3680043.8.498.37316340055795703476729304533869053482,-1.6891526,2.5397112,3.762104,3.336451,-3.6003609
1.2.826.0.1.3680043.8.498.37319330205625165279535801390661244529,2.9218564,2.2370312,0.07358512,3.1555288,-0.11764574
1.2.826.0.1.3680043.8.498.37319765031016603735632143172035321694,0.42127094,-0.75629765,-0.95501745,3.955017,0.9016136
1.2.826.0.1.3680043.8.498.37319841325658089788156634358711534773,-1.0847105,-0.23081411,-2.3786907,-2.3190475,-1.1526501
1.2.826.0.1.3680043.8.498.37326834258668184635081989408793233162,-5.093864,0.36813557,-2.1469696,-0.45253983,1.3767302
1.2.826.0.1.3680043.8.498.37330854471151063063500488397540639350,2.1070766,-3.1090717,-0.6352675,-0.60517895,0.5487626
1.2.826.0.1.3680043.8.498.37331015227471078619621487609055606371,3.1687799,0.5305929,1.3529868,0.80305815,1.4848744
1.2.826.0.1.3680043.8.498.37331893183261138062120782482519376486,-2.5214608,0.3777788,-2.4767182,0.3258579,0.66767323
1.2.826.0.1.3680043.8.498.37335196114861803567320511442924789795,-0.7356014,1.1482668,1.6976634,3.8380444,0.19787005
1.2.826.0.1.3680043.8.498.37339907982364846748900137645097458707,-1.5931181,2.102799,-1.2239794,0.33552018,2.642063
1.2.826.0.1.3680043.8.498.37341665314437084089504105982080584760,3.518888,-3.0119317,-0.25285152,-2.3476815,-1.980876
1.2.826.0.1.3680043.8.498.37343692903795457804650472705138678988,1.9837116,4.103088,-0.36033207,0.46345037,1.409856
1.2.826.0.1.3680043.8.498.37345341546826722327065109956706256365,-3.7488465,-1.5229635,-1.3815222,-0.06592589,-0.37091562
1.2.826.0.1.3680043.8.498.37350141330193273152781631239787879351,-3.673236,0.7993402,-1.223599,-1.0776458,1.7615651
1.2.826.0.1.3680043.8.498.37351271164699846686984780341346059506,-2.553218,-2.7578778,-2.2632437,2.750924,-0.62166643
1.2.826.0.1.3680043.8.498.37359448817492597601083428635731342678,-1.4187075,-2.5881853,5.311384,1.0088563,1.3720517
1.2.826.0.1.3680043.8.498.37365909831959662370713352435913748741,2.0030313,-0.6122558,0.006091509,1.8483175,1.7365628
1.2.826.0.1.3680043.8.498.37366087847107881520984999748372388921,2.079201,2.993238,0.24901779,0.8449215,2.2389252
1.2.826.0.1.3680043.8.498.37368270971342781272316733643571782993,2.7485468,-2.497309,4.015715,0.12171435,-0.17155096
1.2.826.0.1.3680043.8.498.37381923273758868648094284765837575097,2.0911593,0.5494467,-1.8775035,0.5166477,-2.8295364
1.2.826.0.1.3680043.8.498.37384477187955675778837426867515053291,1.5924606,2.0532389,-1.9236795,0.21803498,0.45323217
1.2.826.0.1.3680043.8.498.37385662443144848432262660619481689918,2.550494,-3.0649278,-2.292375,-2.0535464,-1.4686538
1.2.826.0.1.3680043.8.498.37387276030671706833921792715550091525,-1.115263,0.79640037,0.90885925,-2.0323925,-2.3320513
1.2.826.0.1.3680043.8.498.37394933280732664620506956955641711010,-3.5179217,-1.5119935,-0.41383415,-1.249402,1.9251606
1.2.826.0.1.3680043.8.498.37395121368052451736391548432949977558,-4.9160953,-0.20700175,-0.73646325,-1.6391875,0.3677493
1.2.826.0.1.3680043.8.498.37402469895428163255807883602690823424,-2.3719466,3.4863074,0.25562546,-0.30860952,2.924908
1.2.826.0.1.3680043.8.498.37402728615754862456436550177858295519,-2.714876,-2.5039902,-2.6785574,0.93558544,1.0211062
1.2.826.0.1.3680043.8.498.37405991106037160788194496487966143498,0.16739245,2.3753161,-0.27860564,-0.31152096,0.9087862
1.2.826.0.1.3680043.8.498.37406753395264533213231337826210257170,-1.9744362,2.2799058,0.14558636,-2.6121821,0.05526052
1.2.826.0.1.3680043.8.498.37412983042348268598314916476219507293,0.15726945,-1.2060565,0.7577566,-1.0670038,0.71562564
1.2.826.0.1.3680043.8.498.37413441874448621479546458538117778411,-2.18289,1.0695535,0.12469812,-2.842557,0.30013734
1.2.826.0.1.3680043.8.498.37413711241288846597529376600009630897,-1.1071213,4.2580557,1.0173665,1.9448436,0.9853461
1.2.826.0.1.3680043.8.498.37416484759472044016067220423618027412,-0.70339596,-1.308905,-0.94918954,-0.78552526,0.8775396
1.2.826.0.1.3680043.8.498.37417195326214835030323576565099104428,-3.2511473,-2.844567,-1.8095129,-0.28885958,1.2414213
1.2.826.0.1.3680043.8.498.37419159188538154077020746457765777042,2.2023046,-1.2352036,-1.5619828,-0.93080556,0.6610892
1.2.826.0.1.3680043.8.498.37421345750567005356080043728465496661,2.3384411,0.6775922,-2.5050128,-2.1077952,-0.40557927
1.2.826.0.1.3680043.8.498.37430189769619286216739613461617508552,-4.7597847,-0.53968066,-0.9784366,0.7628027,1.2954745
1.2.826.0.1.3680043.8.498.37450355497666638902875412769145779475,-1.5644839,1.9077942,-0.40811604,-0.63124883,1.7283206
1.2.826.0.1.3680043.8.498.37452610494169731515786916796636686878,5.1533327,2.5665379,-1.1765217,0.93547446,-0.37922645
1.2.826.0.1.3680043.8.498.37455297317293596551781615409712286795,1.9152316,3.2615077,-1.3118043,1.2223152,-2.0435028
1.2.826.0.1.3680043.8.498.37468534700964538274173842056613095787,2.457103,-3.8981142,3.1473637,1.075384,1.3767788
1.2.826.0.1.3680043.8.498.37472140725230811354273716518646578902,-3.5638232,-2.4183753,-0.5453582,-1.5347095,0.0068289638
1.2.826.0.1.3680043.8.498.37472934454617747858943942200369401309,-0.19202586,-1.1447271,-2.2337675,-0.40276048,-1.4111876
1.2.826.0.1.3680043.8.498.37476121705854439169932020295654036426,-3.4013638,-3.5585213,-0.7157761,2.5816581,-0.0073709264
1.2.826.0.1.3680043.8.498.37477074617620043979430418170300297802,-2.5398831,2.1269982,-0.54637027,1.1483835,-0.97771525
1.2.826.0.1.3680043.8.498.37483286499533650116585431667240900522,1.4332092,-4.2743793,3.7248116,1.1154617,1.7091843
1.2.826.0.1.3680043.8.498.37483707377771575444237459887771701741,4.56429,-4.5428457,1.1253268,1.4248847,0.39636964
1.2.826.0.1.3680043.8.498.37485580324209915246437132950988013273,3.0223446,1.0702026,-1.883445,-2.0639248,-2.4724827
1.2.826.0.1.3680043.8.498.37486249511141942938463946089912222563,-1.1290834,-1.0518813,0.9992001,-1.7838862,-0.06798702
1.2.826.0.1.3680043.8.498.37491204902704712377389470885349917532,-2.0282125,-4.3415694,-2.079137,2.094333,-0.9939909
1.2.826.0.1.3680043.8.498.37505648734843198682448300363911783576,0.2083926,0.713702,3.8336153,0.32603526,1.2983481
1.2.826.0.1.3680043.8.498.37512366385587075788230818302715082749,2.8941333,1.1742172,-0.48325372,1.4129493,-1.2770627
1.2.826.0.1.3680043.8.498.37515513492519180638991933088575017274,4.7903523,2.0633945,-1.1515682,2.1977074,-0.6576159
1.2.826.0.1.3680043.8.498.37517558237481967062888482194631088767,1.3711659,-0.9396954,-0.07064693,3.8266988,-1.8025262
1.2.826.0.1.3680043.8.498.37517880340711533781825375352772463258,0.14114106,0.07899315,-0.54030716,-1.3580215,-1.2725104
1.2.826.0.1.3680043.8.498.37523561093751066493343326105878325640,-0.86027515,1.7834036,4.006338,1.1298168,-2.0498414
1.2.826.0.1.3680043.8.498.37528202897299962941922657023200747445,2.8345127,-0.9064766,-2.6951675,-1.3180938,0.6486083
1.2.826.0.1.3680043.8.498.37530252392517703645973152418877588295,3.2830637,0.7833987,-0.69098866,1.3468974,-1.5358206
1.2.826.0.1.3680043.8.498.37532955100033892034300331013511805189,3.3784552,2.7629786,-2.3324015,1.3381685,-0.37875313
1.2.826.0.1.3680043.8.498.37536157443817424423414882018765423623,-0.22078523,2.4609742,1.6535733,1.0055697,0.8783576
1.2.826.0.1.3680043.8.498.37537556201911187776023619831692883202,0.16138585,-4.325305,4.300658,1.6204283,1.149835
1.2.826.0.1.3680043.8.498.37549839947661788564866879739343144573,-3.4182894,-0.70627373,-1.1385989,-2.5652533,0.8890054
1.2.826.0.1.3680043.8.498.37556828044772309470322950006320307199,-0.050080642,0.64232385,0.19603723,0.19405754,2.3612285
1.2.826.0.1.3680043.8.498.37559830243548907684782567147465473747,-1.9253101,1.9096367,-0.5990857,-0.71832794,1.3353069
1.2.826.0.1.3680043.8.498.37566202644420448766021494885273651247,-0.6313209,3.169004,-0.4005111,-1.7575698,2.923597
1.2.826.0.1.3680043.8.498.37570711553889746073788567432197778195,-4.484857,-2.3063018,0.062301494,1.5743285,-0.7218899
1.2.826.0.1.3680043.8.498.37577804664207206231056971099496345270,3.3158963,-3.3246646,1.2969973,1.2244638,0.9653469
1.2.826.0.1.3680043.8.498.37578995909587068419914474821654892542,4.6093493,0.098426,-1.9816846,-2.2754445,-0.05579634
1.2.826.0.1.3680043.8.498.37579937107177148881178070050066029820,-1.253144,-2.5550897,-0.44915235,-0.16521801,-0.3182404
1.2.826.0.1.3680043.8.498.37580220594850288474235098528966763274,1.8802047,-1.5251014,-0.7856212,-4.3365173,0.28835195
1.2.826.0.1.3680043.8.498.37582390327560276817976879005074565831,0.9127603,-0.948292,-2.564044,-0.7674993,1.681057
1.2.826.0.1.3680043.8.498.37597116583175510535079213261857502521,5.4215794,0.5571349,-0.6762395,0.43339282,1.2139301
1.2.826.0.1.3680043.8.498.37601038730721143434044210524259097897,0.057500705,-2.725233,1.3946949,2.5768578,0.18424836
1.2.826.0.1.3680043.8.498.37602988133784180254867560594429472580,-2.8538988,-3.6176798,3.2000828,-1.2841823,1.3112522
1.2.826.0.1.3680043.8.498.37603874524173668801023065521964479086,-2.0621133,0.6309155,-0.5129927,0.3446792,-1.009198
1.2.826.0.1.3680043.8.498.37606637751043247129304692766046115620,-0.0051311515,1.3193187,-0.034818634,-0.38395408,-1.0957631
1.2.826.0.1.3680043.8.498.37607264927466346410955720178448655176,-0.78109515,-3.420576,-0.8654365,-3.4813993,-0.8101179
1.2.826.0.1.3680043.8.498.37607724970052631619787986678837702560,4.333949,-3.6641605,-0.043748505,-1.6981281,-0.91968155
1.2.826.0.1.3680043.8.498.37608918916414248074604121273285694055,-1.7677946,-3.1617703,4.5915637,-0.60184085,2.0634985
1.2.826.0.1.3680043.8.498.37610529061013167884144857730087703148,1.3577166,-2.2260857,4.203025,0.12825817,0.32584915
1.2.826.0.1.3680043.8.498.37611844960562578592295069106681273232,-0.33454692,3.2623625,2.312428,-0.42731732,-0.0199545
1.2.826.0.1.3680043.8.498.37612710472905250739873073289708668567,-0.21453133,2.1810238,3.0646431,0.55036235,-3.459615
1.2.826.0.1.3680043.8.498.37614445402401014210828811192067093024,-0.038780153,4.596068,0.6805724,1.2587886,2.237206
1.2.826.0.1.3680043.8.498.37615096496538988850758113531928566936,-5.6785307,-1.0290347,0.065895095,0.6101774,-1.3706818
1.2.826.0.1.3680043.8.498.37618886629818884920350019673249552427,-1.1872598,-2.8241277,-0.30171272,-0.7981573,0.52354413
1.2.826.0.1.3680043.8.498.37621239492777651856971636207486753066,2.6197429,2.735885,-0.13041803,-0.4623113,-1.4196225
1.2.826.0.1.3680043.8.498.37626403027555050054497712178034052197,1.5391902,-0.49546105,-0.3083833,-2.3391964,-3.487363
1.2.826.0.1.3680043.8.498.37627149835359647717760887083481187377,-0.6438238,-0.13332625,0.19815648,-1.5447885,1.2232935
1.2.826.0.1.3680043.8.498.37628792111991186291680425456107207157,-0.28844672,3.6610165,0.40707526,0.40733132,2.9848354
1.2.826.0.1.3680043.8.498.37630187087311786952307413540248151717,2.634908,2.5669568,0.85966814,-0.3808198,-2.4588315
1.2.826.0.1.3680043.8.498.37633094953666069272369116269915638737,-1.9766151,-2.1597755,-2.4117248,1.5257512,-1.4092954
1.2.826.0.1.3680043.8.498.37633467225896372861707124207612967504,-2.8827841,1.4278522,0.24054879,-1.5924721,-0.70087916
1.2.826.0.1.3680043.8.498.37634694384809900151308331186301119465,0.8006186,2.2176192,-1.2952038,-0.1438699,-0.42866236
1.2.826.0.1.3680043.8.498.37635458688890405118850033564573687750,1.8871629,-3.5430324,1.8054585,1.2777956,0.92254734
1.2.826.0.1.3680043.8.498.37638786494473529728765484150551556592,-2.1868331,2.4997852,3.0964491,2.6198432,-3.6920896
1.2.826.0.1.3680043.8.498.37643647030825016518709521662929653649,-0.9711629,2.5098205,2.2376957,3.453621,-1.8783303
1.2.826.0.1.3680043.8.498.37654472676742911568934785915162534968,1.3634043,1.6391518,-2.3778825,-0.14415973,-0.9222653
1.2.826.0.1.3680043.8.498.37655406444532696066837171550291150467,-1.1197363,1.7317984,-1.0195149,-0.92387116,3.4519937
1.2.826.0.1.3680043.8.498.37659216662865327857104758338682062150,-3.634998,2.376883,-1.0198886,-0.33155838,2.960022
1.2.826.0.1.3680043.8.498.37663198509676282198229343262544584000,2.0881157,2.4647193,0.15929739,-3.0048575,2.2395167
1.2.826.0.1.3680043.8.498.37665261252423308206601837663614268841,0.04800369,4.5087056,-0.18795748,0.37210616,0.5419242
1.2.826.0.1.3680043.8.498.37681292209106072824561223662321300675,-0.8056614,-3.9079432,3.866638,0.64043266,1.5555218
1.2.826.0.1.3680043.8.498.37682885129147965101144496044355166142,-1.0319242,-0.9245844,-1.4211346,-1.1287807,-1.1522481
1.2.826.0.1.3680043.8.498.37688133889543758851219873092070788129,0.29914266,0.09657342,-0.2914071,2.8676188,-2.0429797
1.2.826.0.1.3680043.8.498.37689021567095840489265652688398560219,-0.9785419,2.0791116,0.09508715,-0.21040368,1.796667
1.2.826.0.1.3680043.8.498.37689392986489854638317573336495269945,-0.12772104,2.9758673,0.28221172,-0.37768778,1.352159
1.2.826.0.1.3680043.8.498.37692437641467700195857053788362502727,-0.18066941,-3.336946,4.4177356,1.7155234,1.7139208
1.2.826.0.1.3680043.8.498.37693551366672832879904874385001999036,-2.3341436,-1.6586428,-1.4659039,0.91308737,-0.49623254
1.2.826.0.1.3680043.8.498.37696434621901858437265329238062396249,-1.5618893,-3.2848287,-1.1327928,-1.0013998,0.24031526
1.2.826.0.1.3680043.8.498.37702176758027506033987683197959523944,0.5362926,-0.24763182,-1.2181695,1.494466,-2.4824414
1.2.826.0.1.3680043.8.498.37705115681393595674681195042378851535,4.6780157,0.024110444,-0.39991128,0.9292715,1.0477637
1.2.826.0.1.3680043.8.498.37707102189611792539613392696940805712,-4.547947,-1.6967553,0.05191137,-0.5712921,-1.6847575
1.2.826.0.1.3680043.8.498.37707798425728244504553685635467827141,3.54678,3.0889885,1.3144537,1.2599221,-3.1612432
1.2.826.0.1.3680043.8.498.37709743996155330949024422556227391695,-2.798542,1.9869847,-0.37491247,-0.19497953,-0.17084697
1.2.826.0.1.3680043.8.498.37710268754509027054356709031581728866,3.1274865,1.6465143,-1.6835306,-1.4108053,-1.0653265
1.2.826.0.1.3680043.8.498.37713956163398580924245295501626345247,0.9335166,-4.306052,3.2233293,-1.8654437,0.5204652
1.2.826.0.1.3680043.8.498.37716693029953619445976921430920729153,-1.3257213,3.7396047,1.0717231,0.7844166,-1.633784
1.2.826.0.1.3680043.8.498.37720485081113577163211743607283524736,-1.6986105,1.6447537,-1.9398243,1.4689963,1.681335
1.2.826.0.1.3680043.8.498.37723017752504831234892030641424189000,-5.104139,-0.963844,-0.11681677,-1.6334512,-0.24656305
1.2.826.0.1.3680043.8.498.37725825324994833498113376446113304400,-2.1371188,-1.2938718,1.6407619,0.0568043,0.045038454
1.2.826.0.1.3680043.8.498.37728481784208521729801357700432476065,-1.0203311,-1.0627683,0.43532893,4.1872206,-0.60234654
1.2.826.0.1.3680043.8.498.37730211913667209821293783216147360073,-4.754004,1.2675954,-0.31315014,0.12830234,-1.3684363
1.2.826.0.1.3680043.8.498.37732719698002261166997022869031696208,2.0222602,-4.630095,2.4122183,0.5431536,0.29880214
1.2.826.0.1.3680043.8.498.37737639804212840234199406560838653439,3.488338,1.023478,-1.7442269,0.75331545,0.9901243
1.2.826.0.1.3680043.8.498.37739768599916588048168495225316040545,1.0086923,4.0424695,2.1289372,-1.3719747,-2.2316103
1.2.826.0.1.3680043.8.498.37747717933477874782287817726899088813,-2.2902162,-2.9277945,-1.5009156,4.420819,-1.6602818
1.2.826.0.1.3680043.8.498.37750357977602560839786451566598331031,-1.485699,1.9096859,-3.271108,-1.029804,0.4671272
1.2.826.0.1.3680043.8.498.37756385267909893763933690151583565118,-4.801988,-0.40300915,-0.83875704,-0.29400742,-1.1166723
1.2.826.0.1.3680043.8.498.37756814478834271902660731901546440250,-0.6361118,-2.5479374,-0.6865615,-1.9251544,0.10997145
1.2.826.0.1.3680043.8.498.37758493706580573200431379020417337888,1.6161307,3.4043982,1.6804707,-1.0695045,-0.048051383
1.2.826.0.1.3680043.8.498.37763414864664407796972549947670998372,0.16990452,-1.2454449,-3.2004106,-0.99314296,0.29944748
1.2.826.0.1.3680043.8.498.37779362503097831777327142937137769560,1.5304382,2.5643232,1.3015084,-1.8493085,-0.022353614
1.2.826.0.1.3680043.8.498.37781046100841995297625339545102920049,-2.6264846,1.7993295,-0.3328205,-0.36371502,0.1676248
1.2.826.0.1.3680043.8.498.37784761397507321564661286223709794063,-2.5165539,1.4790076,-0.8716656,-1.3348006,2.1506312
1.2.826.0.1.3680043.8.498.37788003758089711319245737658554285126,-0.5802693,0.65537,-2.455256,-2.3196979,-1.0483589
1.2.826.0.1.3680043.8.498.37797244679589757143479563311529502847,1.5634178,1.5731256,-3.2910051,2.6243975,-0.1796084
1.2.826.0.1.3680043.8.498.37799078819470024681682969545940864240,3.764678,1.3765805,-1.9523368,1.7384673,0.81547487
1.2.826.0.1.3680043.8.498.37802587059416027297723686794886636685,1.0869923,1.5160056,-0.1011322,-1.2747672,-3.5756443
1.2.826.0.1.3680043.8.498.37810928386746044200305880939347575506,0.846411,3.3441496,-0.10551478,1.3406534,0.58005536
1.2.826.0.1.3680043.8.498.37811340511565935601040286690463006567,-5.538259,1.3261191,1.2742169,-0.20789245,0.34990355
1.2.826.0.1.3680043.8.498.37841691909419352687442179262156114434,-0.82509553,3.1254077,1.2563405,0.60926867,0.57983816
1.2.826.0.1.3680043.8.498.37845154272732085468705712646592484745,0.36812073,-4.2532086,2.866539,0.64793295,0.32846278
1.2.826.0.1.3680043.8.498.37852776306605911793839142718728736949,3.4613266,0.21124955,-2.3381412,-0.5638337,-0.674023
1.2.826.0.1.3680043.8.498.37856897073048100077135514759403037416,-3.173671,-1.0630679,-2.0899599,1.6693765,0.7898888
1.2.826.0.1.3680043.8.498.37860036777521820222212608552811829503,-0.9731564,-3.3982213,-0.3626198,0.12523223,-0.69928294
1.2.826.0.1.3680043.8.498.37861821608156005677819736167608750559,0.09052281,1.2331843,1.5098953,-1.4759133,-0.88227564
1.2.826.0.1.3680043.8.498.37868212924086171733417960104784048301,-1.7139564,-1.6665745,-3.1073165,1.7976384,-0.9218415
1.2.826.0.1.3680043.8.498.37868393156581244629749767781074733641,-1.5068114,1.3039061,-1.6657237,-0.37939647,1.5288554
1.2.826.0.1.3680043.8.498.37872012179925549585807247209184454365,2.3388073,1.5879487,1.5138749,-0.28312564,1.1656191
1.2.826.0.1.3680043.8.498.37873972241656656718270470078916588093,-0.9458172,3.29031,2.1130397,1.7137146,-2.2933419
1.2.826.0.1.3680043.8.498.37884496226606549585305923333911153528,-3.6651459,0.39409116,-1.2159586,-1.6513076,2.7828927
1.2.826.0.1.3680043.8.498.37884870688566516472641644563553040308,-0.66846144,3.8829057,0.8409794,-0.6981092,-0.79249704
1.2.826.0.1.3680043.8.498.37893431067214409721609330312166831804,2.215622,1.9573827,-1.4569306,0.117067724,0.34605384
1.2.826.0.1.3680043.8.498.37893815675292022565296277300112953908,-0.47138578,-1.2240405,0.53303224,-2.2220666,1.085973
1.2.826.0.1.3680043.8.498.37895572735362312516182476857701218186,-0.44414482,-1.7218759,-0.5298041,-0.8813206,2.2170663
1.2.826.0.1.3680043.8.498.37898765515705495086363235012155462864,2.2470357,-2.20596,3.460153,0.20508882,0.52709824
